------+------------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File            Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
   36 |  1 main_T0S09.s     36 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   37 |  1 main_T0S09.s     37 | Comment     | ?? |         |   -1 | 00/FFFF               |     ;----------------------------------------------
   38 |  1 main_T0S09.s     38 | Comment     | ?? |         |   -1 | 00/FFFF               |     ; Zero Page & CST definition
   39 |  1 main_T0S09.s     39 | Comment     | ?? |         |   -1 | 00/FFFF               |     ;----------------------------------------------
   40 |  1 main_T0S09.s     40 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   41 |  1 main_T0S09.s     41 | Equivalence | ?? |         |   -1 | 00/FFFF               | CMD_BLK                    EQU   $2000                ; Command Block
   42 |  1 main_T0S09.s     42 | Equivalence | ?? |         |   -1 | 00/FFFF               | RES_BLK                    EQU   $2100                ; Result  Block
   43 |  1 main_T0S09.s     43 | Equivalence | ?? |         |   -1 | 00/FFFF               | EMUL_TYPE                  EQU   $2300                
   44 |  1 main_T0S09.s     44 | Equivalence | ?? |         |   -1 | 00/FFFF               | RES_BLK_P2                 EQU   $2200                ; Result  Block
   45 |  1 main_T0S09.s     45 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   46 |  1 main_T0S09.s     46 | Equivalence | ?? |         |   -1 | 00/FFFF               | cstMaxImgLen               EQU   #$10                 ; Constant Max Image Filename len
   47 |  1 main_T0S09.s     47 | Equivalence | ?? |         |   -1 | 00/FFFF               | cstLineOffset              EQU   #$04                 
   48 |  1 main_T0S09.s     48 | Equivalence | ?? |         |   -1 | 00/FFFF               | cstMaxItemPPage            EQU   #$10                 ; 16 item per page
   49 |  1 main_T0S09.s     49 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   50 |  1 main_T0S09.s     50 | Equivalence | ?? |         |   -1 | 00/FFFF               | zpImgIndx                  EQU   $85                  ; Current ImageIndex
   51 |  1 main_T0S09.s     51 | Equivalence | ?? |         |   -1 | 00/FFFF               | zpPrevImgIndx              EQU   $86                  
   52 |  1 main_T0S09.s     52 | Equivalence | ?? |         |   -1 | 00/FFFF               | zpMaxImgIndx               EQU   $87                  
   53 |  1 main_T0S09.s     53 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   54 |  1 main_T0S09.s     54 | Equivalence | ?? |         |   -1 | 00/FFFF               | zpPageIndx                 EQU   $88                  
   55 |  1 main_T0S09.s     55 | Equivalence | ?? |         |   -1 | 00/FFFF               | zpMaxPageIndx              EQU   $89                  
   56 |  1 main_T0S09.s     56 | Equivalence | ?? |         |   -1 | 00/FFFF               | zpScratch                  EQU   $90                  
   57 |  1 main_T0S09.s     57 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   58 |  1 main_T0S09.s     58 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   59 |  1 main_T0S09.s     59 | Equivalence | ?? |         |   -1 | 00/FFFF               | zpDispMask                 EQU   $32                  ; INVERTED 0x7F NORMAL 0xFF
   60 |  1 main_T0S09.s     60 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   61 |  1 main_T0S09.s     61 | Equivalence | ?? |         |   -1 | 00/FFFF               | zpPtr1                     EQU   $80                  ; 80/81 2 Bytes Addr ptr for DisplayMsg on Screen
   62 |  1 main_T0S09.s     62 | Equivalence | ?? |         |   -1 | 00/FFFF               | zpPtr2                     EQU   $83                  
   63 |  1 main_T0S09.s     63 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   64 |  1 main_T0S09.s     64 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   65 |  1 main_T0S09.s     65 | Equivalence | ?? |         |   -1 | 00/FFFF               | SPACEBAR                   EQU   $20                  
   66 |  1 main_T0S09.s     66 | Equivalence | ?? |         |   -1 | 00/FFFF               | KEYPOLL                    EQU   $C000                
   67 |  1 main_T0S09.s     67 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   68 |  1 main_T0S09.s     68 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   69 |  1 main_T0S09.s     69 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   70 |  1 main_T0S09.s     70 | Comment     | ?? |         |   -1 | 00/FFFF               |     ;----------------------------------------------
   71 |  1 main_T0S09.s     71 | Comment     | ?? |         |   -1 | 00/FFFF               |     ; Init
   72 |  1 main_T0S09.s     72 | Comment     | ?? |         |   -1 | 00/FFFF               |     ;----------------------------------------------
   73 |  1 main_T0S09.s     73 | Empty       | ?? |         |   -1 | 00/FFFF               | init                                                  
   74 |  1 main_T0S09.s     74 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   75 |  1 main_T0S09.s     75 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   76 |  1 main_T0S09.s     76 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   77 |  1 main_T0S09.s     77 | Empty       | ?? |         |   -1 | 00/FFFF               | init_value                                            
   78 |  1 main_T0S09.s     78 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldx   #$00                 
   79 |  1 main_T0S09.s     79 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   80 |  1 main_T0S09.s     80 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            stx   zpImgIndx            
   81 |  1 main_T0S09.s     81 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            stx   zpPrevImgIndx        
   82 |  1 main_T0S09.s     82 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            stx   zpMaxImgIndx         
   83 |  1 main_T0S09.s     83 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   84 |  1 main_T0S09.s     84 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            stx   zpPageIndx           
   85 |  1 main_T0S09.s     85 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            stx   zpMaxPageIndx        
   86 |  1 main_T0S09.s     86 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   87 |  1 main_T0S09.s     87 | Empty       | ?? |         |   -1 | 00/FFFF               | init_disp                                             
   88 |  1 main_T0S09.s     88 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   89 |  1 main_T0S09.s     89 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldx   #$00                 
   90 |  1 main_T0S09.s     90 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldy   #$16                 
   91 |  1 main_T0S09.s     91 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   dispPositionCursor   
   92 |  1 main_T0S09.s     92 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
   93 |  1 main_T0S09.s     93 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldx   #<_path              
   94 |  1 main_T0S09.s     94 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldy   #>_path              
   95 |  1 main_T0S09.s     95 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   printMsg             
   96 |  1 main_T0S09.s     96 | Comment     | ?? |         |   -1 | 00/FFFF               |             ;jsr     readKey
   97 |  1 main_T0S09.s     97 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldx   #$0                  
   98 |  1 main_T0S09.s     98 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldy   #$17                 
   99 |  1 main_T0S09.s     99 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   dispPositionCursor   
  100 |  1 main_T0S09.s    100 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  101 |  1 main_T0S09.s    101 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldx   #<_option            
  102 |  1 main_T0S09.s    102 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldy   #>_option            
  103 |  1 main_T0S09.s    103 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   printMsg             
  104 |  1 main_T0S09.s    104 | Comment     | ?? |         |   -1 | 00/FFFF               |             ;jmp     refresh
  105 |  1 main_T0S09.s    105 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  106 |  1 main_T0S09.s    106 | Empty       | ?? |         |   -1 | 00/FFFF               | warmup                                                
  107 |  1 main_T0S09.s    107 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   dispClearCenterBlock 
  108 |  1 main_T0S09.s    108 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   readDataBlock        
  109 |  1 main_T0S09.s    109 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   dispRWTSReturnCode   
  110 |  1 main_T0S09.s    110 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   RES_BLK              ; First Bytes of RES_BLK indicate the return status code
  111 |  1 main_T0S09.s    111 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  112 |  1 main_T0S09.s    112 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   RES_BLK+4            
  113 |  1 main_T0S09.s    113 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sta   EMUL_TYPE            
  114 |  1 main_T0S09.s    114 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  115 |  1 main_T0S09.s    115 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   seekDrive            
  116 |  1 main_T0S09.s    116 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  117 |  1 main_T0S09.s    117 | Comment     | ?? |         |   -1 | 00/FFFF               |             ;ldx     #$15
  118 |  1 main_T0S09.s    118 | Comment     | ?? |         |   -1 | 00/FFFF               |             ;jsr     setCommand
  119 |  1 main_T0S09.s    119 | Comment     | ?? |         |   -1 | 00/FFFF               |             ;jsr     readKey
  120 |  1 main_T0S09.s    120 | Comment     | ?? |         |   -1 | 00/FFFF               |             ;jmp     preboot
  121 |  1 main_T0S09.s    121 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  122 |  1 main_T0S09.s    122 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldx   #$05                 
  123 |  1 main_T0S09.s    123 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldy   #$FF                 
  124 |  1 main_T0S09.s    124 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sty   PTR                  
  125 |  1 main_T0S09.s    125 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sty   PTR+1                
  126 |  1 main_T0S09.s    126 | Empty       | ?? |         |   -1 | 00/FFFF               | warmup_wait_1s                                        
  127 |  1 main_T0S09.s    127 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            dec   PTR                  
  128 |  1 main_T0S09.s    128 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   PTR                  
  129 |  1 main_T0S09.s    129 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            cmp   #$00                 
  130 |  1 main_T0S09.s    130 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            bne   warmup_wait_1s       
  131 |  1 main_T0S09.s    131 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            dec   PTR+1                
  132 |  1 main_T0S09.s    132 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   PTR+1                
  133 |  1 main_T0S09.s    133 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            cmp   #$00                 
  134 |  1 main_T0S09.s    134 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            bne   warmup_wait_1s       
  135 |  1 main_T0S09.s    135 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  136 |  1 main_T0S09.s    136 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldy   #$FF                 
  137 |  1 main_T0S09.s    137 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sty   PTR                  
  138 |  1 main_T0S09.s    138 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sty   PTR+1                
  139 |  1 main_T0S09.s    139 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            txa                        
  140 |  1 main_T0S09.s    140 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            adc   #$AF                 
  141 |  1 main_T0S09.s    141 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   COUT1                
  142 |  1 main_T0S09.s    142 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            dex                        
  143 |  1 main_T0S09.s    143 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  144 |  1 main_T0S09.s    144 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   $C000                
  145 |  1 main_T0S09.s    145 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            and   #$80                 
  146 |  1 main_T0S09.s    146 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            beq   warmup_wait_next     
  147 |  1 main_T0S09.s    147 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jmp   refresh              
  148 |  1 main_T0S09.s    148 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  149 |  1 main_T0S09.s    149 | Unknown    | ?? |         |   -1 | 00/FFFF               |                            warmup_wait_next                       
  150 |  1 main_T0S09.s    150 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            txa                        
  151 |  1 main_T0S09.s    151 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            bne   warmup_wait_1s       
  152 |  1 main_T0S09.s    152 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldx   #$15                 
  153 |  1 main_T0S09.s    153 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   setCommand           
  154 |  1 main_T0S09.s    154 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  155 |  1 main_T0S09.s    155 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jmp   preboot              
  156 |  1 main_T0S09.s    156 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  157 |  1 main_T0S09.s    157 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  158 |  1 main_T0S09.s    158 | Empty       | ?? |         |   -1 | 00/FFFF               | refresh                                               
  159 |  1 main_T0S09.s    159 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  160 |  1 main_T0S09.s    160 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   dispClearCenterBlock 
  161 |  1 main_T0S09.s    161 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   readDataBlock        
  162 |  1 main_T0S09.s    162 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   dispRWTSReturnCode   
  163 |  1 main_T0S09.s    163 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   readKey              
  164 |  1 main_T0S09.s    164 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   RES_BLK              ; First Bytes of RES_BLK indicate the return status code
  165 |  1 main_T0S09.s    165 | Comment     | ?? |         |   -1 | 00/FFFF               |                                             ; transform to Apple charset
  166 |  1 main_T0S09.s    166 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  167 |  1 main_T0S09.s    167 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            cmp   #$20                 ; If not 20 then raise an error
  168 |  1 main_T0S09.s    168 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            bne   refresh_err          ; Error to be diplayed
  169 |  1 main_T0S09.s    169 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  170 |  1 main_T0S09.s    170 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   RES_BLK+1            ; init zeroPage values
  171 |  1 main_T0S09.s    171 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sta   zpMaxImgIndx         
  172 |  1 main_T0S09.s    172 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            beq   refresh_err          ; if zpMaxImgIndx eq 0 then we have a problem
  173 |  1 main_T0S09.s    173 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   RES_BLK+2            
  174 |  1 main_T0S09.s    174 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sta   zpPageIndx           
  175 |  1 main_T0S09.s    175 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  176 |  1 main_T0S09.s    176 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   RES_BLK+3            
  177 |  1 main_T0S09.s    177 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sta   zpMaxPageIndx        
  178 |  1 main_T0S09.s    178 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  179 |  1 main_T0S09.s    179 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   RES_BLK+4            
  180 |  1 main_T0S09.s    180 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sta   EMUL_TYPE            
  181 |  1 main_T0S09.s    181 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  182 |  1 main_T0S09.s    182 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   #$0                  
  183 |  1 main_T0S09.s    183 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sta   zpImgIndx            
  184 |  1 main_T0S09.s    184 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  185 |  1 main_T0S09.s    185 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldy   #$0                  
  186 |  1 main_T0S09.s    186 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldx   #$22                 
  187 |  1 main_T0S09.s    187 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   dispPositionCursor   
  188 |  1 main_T0S09.s    188 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  189 |  1 main_T0S09.s    189 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   #" "                 ; " "
  190 |  1 main_T0S09.s    190 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   COUT                 
  191 |  1 main_T0S09.s    191 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   #" "                 ; " "
  192 |  1 main_T0S09.s    192 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   COUT                 
  193 |  1 main_T0S09.s    193 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  194 |  1 main_T0S09.s    194 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   #"/"                 ; "/"
  195 |  1 main_T0S09.s    195 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   COUT                 
  196 |  1 main_T0S09.s    196 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  197 |  1 main_T0S09.s    197 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   #" "                 ; " "
  198 |  1 main_T0S09.s    198 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   COUT                 
  199 |  1 main_T0S09.s    199 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   #" "                 ; " "
  200 |  1 main_T0S09.s    200 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   COUT                 
  201 |  1 main_T0S09.s    201 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   #" "                 ; " "
  202 |  1 main_T0S09.s    202 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   COUT                 
  203 |  1 main_T0S09.s    203 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  204 |  1 main_T0S09.s    204 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  205 |  1 main_T0S09.s    205 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldy   #$0                  
  206 |  1 main_T0S09.s    206 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            ldx   #$1B                 
  207 |  1 main_T0S09.s    207 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   dispPositionCursor   
  208 |  1 main_T0S09.s    208 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  209 |  1 main_T0S09.s    209 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   #"P"                 
  210 |  1 main_T0S09.s    210 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   COUT                 
  211 |  1 main_T0S09.s    211 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  212 |  1 main_T0S09.s    212 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   zpPageIndx           
  213 |  1 main_T0S09.s    213 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   j_printInt8_NoPad    
  214 |  1 main_T0S09.s    214 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  215 |  1 main_T0S09.s    215 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  216 |  1 main_T0S09.s    216 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   #"/"                 
  217 |  1 main_T0S09.s    217 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   COUT                 
  218 |  1 main_T0S09.s    218 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  219 |  1 main_T0S09.s    219 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   zpMaxPageIndx        
  220 |  1 main_T0S09.s    220 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   j_printInt8_NoPad    
  221 |  1 main_T0S09.s    221 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  222 |  1 main_T0S09.s    222 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  223 |  1 main_T0S09.s    223 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  224 |  1 main_T0S09.s    224 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  225 |  1 main_T0S09.s    225 | Empty       | ?? |         |   -1 | 00/FFFF               | refresh_0                                             ; Display all image on screen
  226 |  1 main_T0S09.s    226 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   dispCurrentPath      
  227 |  1 main_T0S09.s    227 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   dispDataBlockImage   ; Display 1 line
  228 |  1 main_T0S09.s    228 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            inc   zpImgIndx            
  229 |  1 main_T0S09.s    229 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   zpImgIndx            
  230 |  1 main_T0S09.s    230 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            cmp   zpMaxImgIndx         
  231 |  1 main_T0S09.s    231 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            bne   refresh_0            ; if not the end of the page loop
  232 |  1 main_T0S09.s    232 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            lda   #$0                  
  233 |  1 main_T0S09.s    233 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            sta   zpImgIndx            
  234 |  1 main_T0S09.s    234 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  235 |  1 main_T0S09.s    235 | Empty       | ?? |         |   -1 | 00/FFFF               | refresh_1                                             
  236 |  1 main_T0S09.s    236 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jsr   seekDrive            
  237 |  1 main_T0S09.s    237 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                            jmp   mainDispatch         
  238 |  1 main_T0S09.s    238 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
  239 |  1 main_T0S09.s    239 | Empty       | ?? |         |   -1 | 00/FFFF               |                                                       
